"","STUDY_ID","REVIEWERS","INCLUDE","Publication.Type","Authors","Book.Authors","Book.Editors","Book.Group.Authors","Author.Full.Names","Book.Author.Full.Names","Group.Authors","Article.Title","Source.Title","Book.Series.Title","Book.Series.Subtitle","Language","Document.Type","Conference.Title","Conference.Date","Conference.Location","Conference.Sponsor","Conference.Host","Author.Keywords","Keywords.Plus","Abstract","Addresses","Affiliations","Reprint.Addresses","Email.Addresses","Researcher.Ids","ORCIDs","Funding.Orgs","Funding.Name.Preferred","Funding.Text","Cited.References","Cited.Reference.Count","Times.Cited..WoS.Core","Times.Cited..All.Databases","X180.Day.Usage.Count","Since.2013.Usage.Count","Publisher","Publisher.City","Publisher.Address","ISSN","eISSN","ISBN","Journal.Abbreviation","Journal.ISO.Abbreviation","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Meeting.Abstract","Start.Page","End.Page","Article.Number","DOI","DOI.Link","Book.DOI","Early.Access.Date","Number.of.Pages","WoS.Categories","Web.of.Science.Index","Research.Areas","IDS.Number","Pubmed.Id","Open.Access.Designations","Highly.Cited.Status","Hot.Paper.Status","Date.of.Export","UT..Unique.WOS.ID.","Web.of.Science.Record"
"788",522,"Kristen3","YES","J","Haig, SM; Miller, MP; Bellinger, R; Draheim, HM; Mercer, DM; Mullins, TD",NA,NA,NA,"Haig, Susan M.; Miller, Mark. P.; Bellinger, Renee; Draheim, Hope M.; Mercer, Dacey M.; Mullins, Thomas D.",NA,NA,"The conservation genetics juggling act: integrating genetics and ecology, science and policy","EVOLUTIONARY APPLICATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The field of conservation genetics, when properly implemented, is a constant juggling act integrating molecular genetics, ecology, and demography with applied aspects concerning managing declining species or implementing conservation laws and policies. This young field has grown substantially since the 1980s following the development of polymerase chain reaction and now into the genomics era. Our laboratory has 'grown up' with the field, having worked on these issues for over three decades. Our multidisciplinary approach entails understanding the behavior and ecology of species as well as the underlying processes that contribute to genetic viability. Taking this holistic approach provides a comprehensive understanding of factors that influence species persistence and evolutionary potential while considering annual challenges that occur throughout their life cycle. As a federal laboratory, we are often addressing the needs of the U.S. Fish and Wildlife Service in their efforts to list, de-list, or recover species. Nevertheless, there remains an overall communication gap between research geneticists and biologists who are charged with implementing their results. Therefore, we outline the need for a National Center for Small Population Biology to ameliorate this problem and provide organizations charged with making status decisions firmer ground from which to make their critical decisions.",NA,NA,NA,NA,"Miller, Mark/A-5488-2011","Bellinger, M. Renee/0000-0001-5274-9572; Miller, Mark/0000-0003-1045-1772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1752-4571",NA,NA,NA,NA,"JAN",2016,9,"1",NA,NA,"SI",NA,"181","195",NA,"10.1111/eva.12337","http://dx.doi.org/10.1111/eva.12337",NA,NA,NA,NA,NA,NA,NA,27087847,NA,NA,NA,NA,"WOS:000368250500012","View Full Record in Web of Science"
"789",523,"Kristen3","NO","J","Miles, SA; Rosen, DS; Grzywacz, NM",NA,NA,NA,"Miles, Scott A.; Rosen, David S.; Grzywacz, Norberto M.",NA,NA,"Behavioral evidence of a harmonic surprise effect on preference in popular music","CURRENT RESEARCH IN BEHAVIORAL SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recent statistical studies have suggested a relationship between increased harmonic surprise and music preference. Conclusive behavioral evidence to establish this relationship is still lacking. We set out to address this gap through a behavioral study using computer-generated stimuli designed to differ only in contrastive and absolute harmonic surprise. We produced the stimuli with both experimental control and ecological validity in mind by engaging the help of studio musicians. The stimuli were rated for preference by 84 participants (44 female, 40 male) between 18 to 65 years old. Participants rated items featuring moderately increased absolute and contrastive surprise significantly higher than items with lower harmonic surprise. This effect applied only to levels of surprise within a range typically found in popular music, however. Excessive surprises did not yield an increase in preference. We discuss different mechanisms of consistency and how they may mediate the selection of neural strategies leading to preference formation. These findings provide evidence of a causal behavioral relationship between harmonic surprise and music preference.",NA,NA,NA,NA,NA,"Rosen, David/0000-0003-1961-6609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2666-5182",NA,NA,NA,NA,NA,2022,3,NA,NA,NA,NA,NA,NA,NA,"100080","10.1016/j.crbeha.2022.100080","http://dx.doi.org/10.1016/j.crbeha.2022.100080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:001222746300011","View Full Record in Web of Science"
"790",529,"Kristen3","NO","J","Pueyo-Ros, J; Ribas, A; Fraguell, RM",NA,NA,NA,"Pueyo-Ros, Josep; Ribas, Anna; Fraguell, Rosa M.",NA,NA,"A cultural approach to wetlands restoration to assess its public acceptance","RESTORATION ECOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecological restoration (ER) of coastal wetlands is extremely important because they provide a huge variety of ecosystem services (ES), but they are the most degraded ecosystems in the world. However, coastal wetlands are usually located in largely modified and densely populated landscapes. Hence their restoration may conflict with cultural values. Therefore, considering the cultural dimension of ER is a way of increasing public acceptance of restoration projects. In this study, we assessed the public acceptance of a restoration project in a coastal wetland of Costa Brava (Spain). We combined the ES framework with a cultural approach, which is capable of considering interdisciplinarity, introducing barely assessed services like tranquility and facilitating further integration of the human dimension in the ES framework. We administered an open-ended questionnaire to 232 visitors and the answers were submitted to a content analysis to get a post hoc classification of services and values. Our results show that visitors undervalue environmental values, while tranquility is the most commonly stated value. Moreover, place attachment is found to be the main driver to influence the perception of the ER. The study concluded that the project enjoys a high public acceptance. However, some disengagement exists between the goals of restoration and visitors' perceptions, and this needs to be addressed. Sharing the decision-making power with stakeholders and informing visitors about ES that are not easily perceived could be appropriate steps to take.",NA,NA,NA,NA,"Pueyo-Ros, Josep/AAH-4484-2019; Ribas Palom, Anna/G-9276-2015","Pueyo-Ros, Josep/0000-0002-1236-5651; Ribas Palom, Anna/0000-0001-5163-0561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1061-2971","1526-100X",NA,NA,NA,"MAY",2019,27,"3",NA,NA,NA,NA,"626","637",NA,"10.1111/rec.12896","http://dx.doi.org/10.1111/rec.12896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000468332300020","View Full Record in Web of Science"
"791",530,"Kristen3","NO","J","Lin, Y; Berger, U; Grimm, V; Ji, QR",NA,NA,NA,"Lin, Yue; Berger, Uta; Grimm, Volker; Ji, Qian-Ru",NA,NA,"Differences between symmetric and asymmetric facilitation matter: exploring the interplay between modes of positive and negative plant interactions","JOURNAL OF ECOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Facilitation (positive interaction) has received increasing attention in plant ecology over the last decade. Just as for competition, distinguishing different modes of facilitation (mutualistic, commensal or even antagonistic) may be crucial. We therefore introduce the new concept of symmetric versus asymmetric facilitation and present a generic individual-based zone-of-influence model. The model simultaneously implements different modes of both facilitation and competition among individual plants via their overlapping zone of influence. Because we consider facilitation modes as a continuum related to environmental context, we integrated this concept with the stress-gradient hypothesis (SGH) by exploring differences in spatial pattern formation in self-thinning plants along a stress gradient in our model. The interplay among modes of interaction creates distinctly varied spatial patterns along stress gradients. When competition was symmetric, symmetric facilitation (mutualism) consistently led to plant aggregation along stress gradients. However, asymmetric facilitation (commensalism) produces plant aggregation only under more benign conditions but tends to intensify local competition and spatial segregation when conditions are harsh. When competition was completely asymmetric, different modes of facilitation contributed little to spatial aggregation. Symmetric facilitation significantly increased survival at the severe end of the stress gradient, which supports the claim of the SGH that facilitation should have generally positive net effects on plants under high stress levels. Asymmetric facilitation, however, was found to increase survival only under intermediate stress conditions, which contradicts the current predictions of the SGH. Synthesis. Our modelling study demonstrates that the interplay between modes of facilitation and competition affects different aspects of plant populations and communities, implying context-dependent outcomes and consequences. The explicit consideration of the modes and mechanisms of interactions (both facilitation and competition) and the nature of stress factors will help to extend the framework of the SGH and foster research on facilitation in plant ecology.",NA,NA,NA,NA,NA,"Berger, Uta/0000-0001-6920-136X; Lin, Yue/0000-0002-0346-6493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0022-0477","1365-2745",NA,NA,NA,"NOV",2012,100,"6",NA,NA,NA,NA,"1482","1491",NA,"10.1111/j.1365-2745.2012.02019.x","http://dx.doi.org/10.1111/j.1365-2745.2012.02019.x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000310336500020","View Full Record in Web of Science"
"792",534,"Kristen3","NO","J","Becker, JM; Liess, M",NA,NA,NA,"Becker, Jeremias Martin; Liess, Matthias",NA,NA,"Biotic interactions govern genetic adaptation to toxicants","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The genetic recovery of resistant populations released from pesticide exposure is accelerated by the presence of environmental stressors. By contrast, the relevance of environmental stressors for the spread of resistance during pesticide exposure has not been studied. Moreover, the consequences of interactions between different stressors have not been considered. Here we show that stress through intraspecific competition accelerates microevolution, because it enhances fitness differences between adapted and non-adapted individuals. By contrast, stress through interspecific competition or predation reduces intraspecific competition and thereby delays microevolution. This was demonstrated in mosquito populations (Culex quinquefasciatus) that were exposed to the pesticide chlorpyrifos. Non-selective predation through harvesting and interspecific competition with Daphnia magna delayed the selection for individuals carrying the ace-1(R) resistance allele. Under non-toxic conditions, susceptible individuals without ace-1(R) prevailed. Likewise, predation delayed the reverse adaptation of the populations to a non-toxic environment, while the effect of interspecific competition was not significant. Applying a simulation model, we further identified how microevolution is generally determined by the type and degree of competition and predation. We infer that interactions with other species-especially strong in ecosystems with high biodiversity-can delay the development of pesticide resistance.",NA,NA,NA,NA,"Liess, Matthias/A-8582-2009","Liess, Matthias/0000-0002-3321-8909; Becker, Jeremias/0000-0003-1496-0312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0962-8452","1471-2954",NA,NA,NA,"MAY 7",2015,282,"1806",NA,NA,NA,NA,NA,NA,"20150071","10.1098/rspb.2015.0071","http://dx.doi.org/10.1098/rspb.2015.0071",NA,NA,NA,NA,NA,NA,NA,25833856,NA,NA,NA,NA,"WOS:000353351000017","View Full Record in Web of Science"
"793",535,"Kristen3","NO","J","Teixeira, HM; Schulte, RPO; Anten, NPR; Bosco, LC; Baartman, JEM; Moinet, GYK; Reidsma, P",NA,NA,NA,"Teixeira, Heitor Mancini; Schulte, Rogier P. O.; Anten, Niels P. R.; Bosco, Leosane C.; Baartman, Jantiene E. M.; Moinet, Gabriel Y. K.; Reidsma, Pytrik",NA,NA,"How to quantify the impacts of diversification on sustainability? A review of indicators in coffee systems","AGRONOMY FOR SUSTAINABLE DEVELOPMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Despite the potential of diversification strategies to achieve sustainability, diversified systems such as agroforestry are still not widely implemented by farmers, which indicates the need to further understand and adequately assess the impacts of diversification to inform the design of complex systems. In this paper, we conduct a systematic literature review focused on agroforestry coffee systems, to assess (i) how current methods and indicators are used to quantify the impact of diversification on multiple dimensions of system sustainability, and (ii) to assess the impact of diversification through coffee agroforestry on multiple dimensions of sustainability. Our analysis was based on 215 selected papers and all the indicators identified could be classified in one of the sustainability dimensions proposed in our framework: ecosystem services (57.2%), biodiversity (35.6%), input use (4%), socio-economic sustainability (2.7%) and resilience capacity (0.5%). Despite the broad scope of the indicators, individual studies were found to often lack interdisciplinarity and a systemic view on agroecosystems. Besides, not only were there few studies that included the impacts of diversification on input use, socio-economic sustainability and resilience capacity, but specific biodiversity attributes (e.g. functional diversity, landscape diversity) and ecosystem services (e.g. soil biological quality, water regulation, pollination) were generally underreported. The impact of diversification was more positive than negative in all dimensions of sustainability, with the exception of crop productivity. Yet, diversified systems are associated with reduced costs and high yields can still be achieved in diversified systems with appropriate agricultural management (e.g. adequate number and type of shade trees). Key to reaping the benefits of diversified systems is that the diversity of elements is carefully integrated considering the impact on multiple dimensions of system sustainability. A better understanding of synergies and trade-offs remains crucial for the customized design of diverse and sustainable systems for a variety of geo-climatic conditions.",NA,NA,NA,NA,"Bosco, Leosane/U-5111-2019; Baartman, Jantiene/B-7599-2014; Mancini Teixeira, Heitor/AAV-9316-2021","Moinet, Gabriel/0000-0002-5347-8847; Mancini Teixeira, Heitor/0000-0001-6992-0671; Bosco, Leosane/0000-0003-2623-2590; Anten, Niels/0000-0002-9097-0654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1774-0746","1773-0155",NA,NA,NA,"AUG",2022,42,"4",NA,NA,NA,NA,NA,NA,"62","10.1007/s13593-022-00785-5","http://dx.doi.org/10.1007/s13593-022-00785-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000815489000001","View Full Record in Web of Science"
"794",537,"Kristen3","NO","J","Angeles-González, LE; Martínez-Meyer, E; Yañez-Arenas, C; Velázquez-Abunader, I; López-Rocha, JA; Torrejón-Magallanes, J; Rosas, C",NA,NA,NA,"Angeles-Gonzalez, Luis Enrique; Martinez-Meyer, Enrique; Yanez-Arenas, Carlos; Velazquez-Abunader, Ivan; Lopez-Rocha, Jorge A.; Torrejon-Magallanes, Josymar; Rosas, Carlos",NA,NA,"Climate change effect on Octopus maya (Voss and Solis-Ramirez, 1966) suitability and distribution in the Yucatan Peninsula, Gulf of Mexico: A correlative and mechanistic approach","ESTUARINE COASTAL AND SHELF SCIENCE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fisheries play critical roles in food supply and income for human communities worldwide. Unfortunately, the fishery distribution have been changing due to anthropogenic climate change (CC). In this sense, this study analyses were directed to predict the suitability and distribution of red octopus (Octopus maya), an endemic and commercially important species of the Yucatan Peninsula (YP) in Mexico under different CC scenarios. For this purpose, a correlative (CNM) and mechanistic (MNM) niche models based on temperature and salinity and on metabolic scope, respectively, were projected to different Representative Concentration Pathway (RCP) scenarios (2.6, 4.5, 6, 8.5) for the 2040-2050 and 2090-2100 periods. The CNM results suggest that red octopus suitability and potential distribution (PD) could be slightly reduced for the RCP 2.6 scenario. Whereas, RCP 4.5 shows higher suitabilities at the northern region of the YP, which is characterized by a seasonal upwelling which could act as climate refugia. In contrast, a significant suitability and PD reduction occurs during 2090-2100 for the RCP 6 and 8.5 scenarios. On the other hand, MNM indicates the red octopus could retain most of its PD except for the most catastrophic scenario, finding climate refugia north of the YP and deeper waters. Overall, the CNM is more pessimistic than MNM regarding forecasts. Differences between outputs could be based on the MNM using a single variable as proxy to a multivariate niche and the statistical weight of surface environmental variables in the CNM compared to MNM, which considered only bottom temperature data. In addition, coastal data may be overrepresented, which may bias the CNM. Regardless of the differences in the results, both approaches usually predicted suitability reduction in all RCP scenarios showing that temperatures of similar to 30 degrees C are detrimental for the red octopus. Assuming that a relationship between abundance and the niche suitability exists, landings in the region will be reduced and less accessible for small-scale fisheries, which is especially important since Mexican regulations assume this species will benefit from CC.",NA,NA,NA,NA,"Rosas, Carlos/A-7052-2009; Iván, José/Q-7247-2019; Martínez-Meyer, Enrique/AAZ-7352-2020; Torrejón-Magallanes, Edgar/AAD-1265-2021; López-Rocha, Jorge/AAR-8928-2021; Yanez, Carlos/GNW-3861-2022; Angeles-Gonzalez, Luis Enrique/ISS-9070-2023; Velazquez Abunader, Jose Ivan/F-3395-2019","Velazquez Abunader, Jose Ivan/0000-0003-3216-2007; Lopez-Rocha, Jorge Alberto/0000-0001-6300-0022; Torrejon Magallanes, Josymar/0000-0002-3925-8856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0272-7714","1096-0015",NA,NA,NA,"OCT 5",2021,260,NA,NA,NA,NA,NA,NA,NA,"107502","10.1016/j.ecss.2021.107502","http://dx.doi.org/10.1016/j.ecss.2021.107502",NA,"JUL 2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000704367900002","View Full Record in Web of Science"
"795",538,"Kristen3","NO","J","Snyder, LD; Gómez, MI; Power, AG",NA,NA,NA,"Snyder, Lauren D.; Gomez, Miguel I.; Power, Alison G.",NA,NA,"Crop Varietal Mixtures as a Strategy to Support Insect Pest Control, Yield, Economic, and Nutritional Services","FRONTIERS IN SUSTAINABLE FOOD SYSTEMS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most on-farm diversification strategies to enhance ecosystem services, such as insect pest control and yield, have focused on expanding crop species diversity. While polycultures often provide valuable services, logistical constraints with planting and harvesting can hamper implementation on large scales. An alternative diversification strategy is to increase within-field intraspecific crop diversity through the use of crop varietal mixtures. Here, we evaluate an interdisciplinary body of research to determine the potential for crop varietal mixtures to support food security by providing ecological, economic, and nutritional services. Previous literature has synthesized the link between varietal mixtures and yield and insect pest suppression services. We expand on prior analyses by considering hypotheses generated from species-level research and assessing whether they also provide a useful framework for predicting how varietal mixtures affect crop productivity and insect pest suppression. In addition, we evaluate the potential for varietal mixtures to increase farm resilience and growers' profits. While there is a growing effort to quantify the economic value of ecosystem services provided by agrobiodiversity in terms of enhanced yield or revenue, much less attention has been given to quantifying the production costs associated with diversification schemes. Consequently, we know little about the effect of diversification practices on farm profitability, the metric of ultimate importance to farmers. We address this issue by evaluating the ability of varietal mixtures to reduce production costs associated with other types of agrobiodiversity and outline areas for future research to better understand the profit implications of varietal mixtures. Further, we review evidence that varieties of some crop species differ in phytochemical content-a functional trait important for insect pest suppression and human dietary diversity-suggesting that varietal mixtures could be designed to simultaneously support insect pest control and human nutrition services. Given that little research has explicitly addressed the capacity for varietal mixtures to support human nutrition, we outline predictions for where we would expect to see the greatest nutritional impact of mixtures, providing a foundation for future human nutrition research. Taken together, our review suggests that varietal mixtures are a promising and logistically feasible strategy that could simultaneously support multiple services.",NA,NA,NA,NA,"Snyder, Lauren/JRW-6630-2023; Gomez, Miguel/AAD-3707-2019","Snyder, Lauren/0000-0001-6543-9565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2571-581X",NA,NA,NA,"MAY 6",2020,4,NA,NA,NA,NA,NA,NA,NA,"60","10.3389/fsufs.2020.00060","http://dx.doi.org/10.3389/fsufs.2020.00060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000536659200001","View Full Record in Web of Science"
"796",543,"Kristen3","NO","J","Rotter, S; Gunold, R; Mothes, S; Paschke, A; Brack, W; Altenburger, R; Schmitt-Jansen, M",NA,NA,NA,"Rotter, Stefanie; Gunold, Roman; Mothes, Sibylle; Paschke, Albrecht; Brack, Werner; Altenburger, Rolf; Schmitt-Jansen, Mechthild",NA,NA,"Pollution-Induced Community Tolerance To Diagnose Hazardous Chemicals in Multiple Contaminated Aquatic Systems","ENVIRONMENTAL SCIENCE & TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aquatic ecosystems are often contaminated with large numbers of chemicals, which cannot be sufficiently addressed by chemical target analyses. Effect-directed analysis (EDA) enables the identification of toxicants in complex contaminated environmental samples. This study suggests pollution-induced community tolerance (PICT) as a confirmation tool for EDA to identify contaminants which actually impact on local communities. The effects of three phytotoxic compounds local periphyton communities, cultivated at a reference (R-site) and a polluted site (P-site), were assessed to confirm the findings of a former EDA study on sediments. The sensitivities of R- and P-communities to prometryn, tributyltin (TBT) and N-phenyl-2-naphthylamine (PNA) were quantified in short-term toxicity tests and exposure concentrations were determined. Prometryn and PNA concentrations were significantly higher at the P-site, whereas TBT concentrations were in the same range at both sites. Periphyton communities differed in biomass, but algal class composition and diatom diversity were similar. Community tolerance of P-communities was significantly enhanced for prometryn, but not for PNA and TBT, confirming site-specific effects on local periphyton for prometryn only. Thus, PICT enables in situ effect confirmation of phytotoxic compounds at the community level and seems to be suitable to support confirmation and enhance ecological realism of EDA.",NA,NA,NA,NA,"; Paschke, Albrecht/D-8559-2015","Altenburger, Rolf/0000-0003-2929-2978; Schmitt-Jansen, Mechthild/0000-0002-4541-6515; Brack, Werner/0000-0001-9269-6524; Paschke, Albrecht/0000-0003-2824-2194; Rotter, Stefanie/0000-0003-1511-5639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0013-936X","1520-5851",NA,NA,NA,"AUG 18",2015,49,"16",NA,NA,NA,NA,"10048","10056",NA,"10.1021/acs.est.5b01297","http://dx.doi.org/10.1021/acs.est.5b01297",NA,NA,NA,NA,NA,NA,NA,26196040,NA,NA,NA,NA,"WOS:000359891700076","View Full Record in Web of Science"
"797",546,"Kristen3","NO","J","Carmo, V; Sutton, T; Menezes, G; Falkenhaug, T; Bergstad, OA",NA,NA,NA,"Carmo, Vanda; Sutton, Tracey; Menezes, Gui; Falkenhaug, Tone; Bergstad, Odd Aksel",NA,NA,"Feeding ecology of the Stomiiformes (Pisces) of the northern Mid-Atlantic Ridge. 1. The Sternoptychidae and Phosichthyidae","PROGRESS IN OCEANOGRAPHY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comprehensive trophic studies in the vast mid-oceanic regions are rare compared to coastal and fisheries-oriented investigations. Field sampling conducted by the multidisciplinary, international Census of Marine Life project MAR-ECO, namely the 2004 G.O. Sars cruise, has generated one of the largest open ocean deep-pelagic sample collections ever obtained. With the overall goal of understanding carbon flow processes within and through the deep-pelagic nekton associated with the northern Mid-Atlantic Ridge system (N MAR), quantitative trophic analyses were conducted in order to identify the major intraspecific patterns in diet of characteristic members of the midwater fish community, Diets of five abundant species of zooplanktivorous fishes were examined in detail in terms of prey taxonomy and variability in space, ontogeny and diel cycle. Two major patterns of feeding were identified. Pattern 1 included three species preying primarily on copepods, Argyropelecus hemigymnus, Maurolicus muelleri and Vinciguerria attenuata, the former two of which revealed spatial differences in diet with latitude, mostly likely related to latitudinal prey distributions and densities. Maurolicus demonstrated ecological differences in diet that mirrored phenotypic variation North and South of the Subpolar Front, an oceanic species concept question that warrants further research. Pattern 2 included two species feeding primarily on amphipods, Argyropelecus aculeatus and Sternoptyx diaphana, both of which showed ontogenetic variability in feeding primarily related to specific amphipod taxon sizes, rather than prey switching to other major prey taxa. This is the first study that highlights the importance of amphipods in the diets of these species. All fish species showed selectivity in prey choice, possibly related to competition with the other major nekton components along the N MAR, namely the Myctophidae and other zooplanktivorous Stomiiformes. Daily ration fell within the expected values for midwater fishes (1-4% of body weight) with the exception of S. diaphana, suggesting that this species is unique among the zooplanktivores - either its ration is three times higher than the other species, or it eats one-third as often (i.e., every 3 days). Given the high percent stomach fullness observed throughout the diel cycle, we believe the former to be the case, which is the first estimate of its kind for a midwater fish. In order to facilitate further quantitative research on mesopelagic carbon cycling, detailed prey length/weight regressions are presented here. (C) 2014 Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,"Menezes, Gui/A-3956-2009; Sutton, Tracey/AAW-7644-2021","Machado Menezes, Gui Manuel/0000-0003-0781-4579; Falkenhaug, Tone/0000-0003-3617-7724; Bergstad, Odd Aksel/0000-0002-4096-0896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0079-6611",NA,NA,NA,NA,"JAN",2015,130,NA,NA,NA,NA,NA,"172","187",NA,"10.1016/j.pocean.2014.11.003","http://dx.doi.org/10.1016/j.pocean.2014.11.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000349059800012","View Full Record in Web of Science"
"798",547,"Kristen3","NO","J","Hörandl, E; Emadzade, K",NA,NA,NA,"Hoerandl, Elvira; Emadzade, Khatere",NA,NA,"The evolution and biogeography of alpine species in Ranunculus (Ranunculaceae): A global comparison","TAXON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The origin and evolution of alpine floras potentially can be shaped by immigration via long-distance dispersal or migration over mountain chains. Alternatively, origins of alpine species may be referred to regional speciation via origins from lowland ancestors and adaptation to high altitudes. Moreover, evolutionary histories of alpine species have also been influenced by Quaternary glaciations. Range fluctuations due to climatic oscillations have caused vicariant speciation and secondary contact hybridization. However, comparative phylogenetic studies on alpine floras from mountain systems of different continents are scarce. Here we review the phylogenetic relationships of alpine species of Ranunculus, an almost cosmopolitan genus with alpine representatives in all major mountain systems of the world. Based on molecular phylogenetic analysis of 245 alpine and lowland species (based on a combined dataset of ITS, matK, trnK and psbJ-petA sequences), we try to elucidate origins of alpine buttercups. Results suggest that most major mountain systems (European Alpine System, Irano-Turanian mountains, Himalayas, Central Asian mountains, African mountains, and Andes) have been colonized multiple times independently; only the North American alpine species fall all into one clade. In the European and Irano-Turanian mountains, recruitment of alpine species from lower altitudes of the same area, and migration within the Tethyan area might have played a major role. The alpine species of the Himalayas, the Central Asian mountains, the North American alpine species and the Arctic species fall into another, distinct clade, which may suggest a northern migration route. The North American alpine clade comprises many lowland species and might have diversified via adaptive radiation. In contrast, the Himalayan species have no lowland source flora and might have originated from immigrants of the Central Asian mountains. Tropical alpine Ranunculi in the mountains of Eastern Africa and in Taiwan have originated after long-distance dispersal from other continents. The origin of the New Zealand alpines could have been referred to long-distance dispersal, probably following southern migration routes via the Antarctic and South America. The Andes have been colonized multiple times by related genera of Ranunculus. We conclude that autochthonous origins and regional diversification of buttercups play a major role in northern hemispheric mountain systems, where alpine species could have evolved from rich lowland source floras. In subtropical to tropical mountain systems, and in the Southern Hemisphere, alpine species have been rather recruited via immigration, including long-distance dispersal from other continents. A high adaptive potential of Ranunculus to alpine habitats might have helped to evolve alpine species all over the world.",NA,NA,NA,NA,"Horandl, Elvira/AAQ-9588-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0040-0262","1996-8175",NA,NA,NA,"APR",2011,60,"2",NA,NA,NA,NA,"415","426",NA,"10.1002/tax.602011","http://dx.doi.org/10.1002/tax.602011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000289587100011","View Full Record in Web of Science"
"799",565,"Kristen3","maybe","J","Castrejón, M; Charles, A",NA,NA,NA,"Castrejon, Mauricio; Charles, Anthony",NA,NA,"Improving fisheries co-management through ecosystem-based spatial management: The Galapagos Marine Reserve","MARINE POLICY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecosystem-based spatial management (EBSM) can provide a mechanism for a strategic and integrated plan-based approach to managing human activities in the marine environment. An EBSM approach was adopted in the Galapagos Marine Reserve (GMR) at the end of the 1990s with the adoption of marine zoning. The latter was created under a co-management regime to reduce conflicts among users arising over incompatible demands for ocean space, to mitigate the impact of human activities on sensitive ecological areas, and to contribute to the sustainability of Galapagos fisheries. Unfortunately, the promise of an EBSM approach in the GMR has not been matched by effectiveness in practice, in achieving the established management objectives. The aim of this paper is to evaluate the shortcomings and lessons learned related to planning, implementation, monitoring, evaluation and adaptation of the GMR's marine zoning scheme, and to provide recommendations to better realize the potential value of the EBSM approach to co-managing the shellfisheries of the GMR. (C) 2012 Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,NA,"Castrejon, Mauricio/0000-0001-6942-386X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0308-597X","1872-9460",NA,NA,NA,"MAR",2013,38,NA,NA,NA,NA,NA,"235","245",NA,"10.1016/j.marpol.2012.05.040","http://dx.doi.org/10.1016/j.marpol.2012.05.040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS:000313769600026","View Full Record in Web of Science"
